COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
AA 19143,Oreophryne parkeri,31878,alcoholic,installed June 2017,Cliffside Stream = from AA electronic catalogue,"Kamiali Wildlife Management Area, 1.3 km N and 6.2 km W of Cape Dinga {Papua New Guinea: Morobe Prov.: Kamiali Wildlife Management Area, 1.3 km N and 6.2 km W of Cape Dinga, Cliffside Camp    :    500 m    :    7.295997634ºS  147.092878935ºE.}",stream along Cliffside Camp,Morobe Prov.,A Allison,01 Jul 2008,"-7.295997634, 147.092878935",500 m,Papua New Guinea,Morobe Prov.,"Kamiali Wildlife Management Area, 1.3 km N and 6.2 km W of Cape Dinga, Cliffside Camp    ","Kamiali Wildlife Management Area, 1.3 km N and 6.2 km W of Cape Dinga",-7.295997634,147.0928789,7.295997634ºS 147.092878935ºE,A
FK 13392,Oreophryne parkeri,34644,alcoholic + alc gut,installed June 2017,"East Sepik Prov., Farinara, 3° 36.009' S, 143° 29.622' E,  357 m = from F Kraus field notes",Farinara {Papua New Guinea: East Sepik Prov.: Farinara    :    357 m    :    3.60015ºS [3° 36.009' S (AGD 84)]  143.4937ºE [143° 29.622' E (AGD 84)].},,East Sepik Prov.,F Kraus,17 Sep 2009,"-3.60015, 143.4937",357 m,Papua New Guinea,East Sepik Prov.,Farinara    ,Farinara,-3.60015,143.4937,3.60015ºS 143.4937ºE ,A
FK 13552,Oreophryne parkeri,34645,alcoholic + alc gut,installed July 2017,"East Sepik Prov., Mindangua Stream, 3° 36.339' S, 143° 29.527' E, 410 m = from F Kraus field  notes",Mindangua Stream {Papua New Guinea: East Sepik Prov.: Mindangua Stream    :    410 m    :    3.60565ºS [3° 36.339' S (AGD 84)]  143.49212ºE [143° 29.527' E (AGD 84)].},,East Sepik Prov.,F Kraus,21 Sep 2009,"-3.60565, 143.49212",410 m,Papua New Guinea,East Sepik Prov.,Mindangua Stream    ,Mindangua Stream,-3.60565,143.49212,3.60565ºS 143.49212ºE ,A
FK 13570,Oreophryne parkeri,34646,alcoholic + alc gut,installed June 2017,"East Sepik Prov., Camp 2, 3° 34.731' S, 143° 30.020 E, 227 m = from F Kraus field notes",,,East Sepik Prov.,F Kraus,23 Sep 2009,", ",,,,,,-3.34731,143.302,,A
FK 13627,Oreophryne parkeri,34647,alcoholic + alc gut,installed June 2017,"East Sepik Prov., Camp 2, 3° 34.731' S, 143° 30.020 E, 227 m = from F Kraus field notes",,,East Sepik Prov.,F Kraus,25 Sep 2009,", ",,,,,,-3.34731,143.302,,A
FK 13628,Oreophryne parkeri,34648,alcoholic + alc gut,installed June 2017,"East Sepik Prov., Camp 2, 3° 34.731' S, 143° 30.020 E, 227 m = from F Kraus field notes",,,East Sepik Prov.,F Kraus,25 Sep 2009,", ",,,,,,-3.34731,143.302,,A
FK 13629,Oreophryne parkeri,34649,alcoholic + alc gut,installed June 2017,"East Sepik Prov., Camp 2, 3° 34.731' S, 143° 30.020 E, 227 m = from F Kraus field notes",,,East Sepik Prov.,F Kraus,25 Sep 2009,", ",,,,,,-3.34731,143.302,,A
FK 11845,Oreophryne parkopanorum,22787,alcoholic,"installed, May 2015","West Sepik Prov., Torricelli Mtns., btw. Pts. 8 & 9 = F Kraus field catalog  ;  from F Kraus field catalog Pt. 8 = Camp 2 @ 3.38074° S, 142.51548° E (AGD66), 1120 m , and Pt. 9 = ridge @ 3.38161° S, 142.51968° E, 1300 m.","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9) {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    :    1120-1320 m    :    3.3772645ºS  142.518018ºE.}",,West Sepik Prov.,F Kraus,27 May 2005,"-3.3772645, 142.518018",1120-1320 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    ","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)",-3.3772645,142.518018,3.3772645ºS 142.518018ºE,A
FK 11846,Oreophryne parkopanorum,22788,alcoholic,"installed, May 2015","West Sepik Prov., Torricelli Mtns., btw. Pts. 8 & 9 = F Kraus field catalog  ;  from F Kraus field catalog Pt. 8 = Camp 2 @ 3.38074° S, 142.51548° E (AGD66), 1120 m , and Pt. 9 = ridge @ 3.38161° S, 142.51968° E, 1300 m.","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9) {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    :    1120-1320 m    :    3.3772645ºS  142.518018ºE.}",,West Sepik Prov.,F Kraus,27 May 2005,"-3.3772645, 142.518018",1120-1320 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    ","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)",-3.3772645,142.518018,3.3772645ºS 142.518018ºE,A
FK 11847,Oreophryne parkopanorum,22789,alcoholic,"installed in types cabinet, March 2016","West Sepik Prov., Torricelli Mtns., btw. Pts. 8 & 9 = F Kraus field catalog  ;  from F Kraus field catalog Pt. 8 = Camp 2 @ 3.38074° S, 142.51548° E (AGD66), 1120 m , and Pt. 9 = ridge @ 3.38161° S, 142.51968° E, 1300 m.","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9) {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    :    1120-1320 m    :    3.3772645ºS  142.518018ºE.}",,West Sepik Prov.,F Kraus,27 May 2005,"-3.3772645, 142.518018",1120-1320 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)    ","Torricelli Mtns., 1.2 km S Mt. Sapau summit, (btw. Camp 2 & Pt. 9)",-3.3772645,142.518018,3.3772645ºS 142.518018ºE,A
FK 11870,Oreophryne parkopanorum,22790,alcoholic,"installed, May 2015","West Sepik Prov., Torricelli Mtns., stream below Camp 2, 1050 m = F Kraus field catalog  ;  from F Kraus field catalog Camp 2 = 3.38074° S, 142.51548° E (AGD66), 1120 m.","Torricelli Mtns., 1.6 km SSW Mt. Sapau summit, (stream below Camp 2) {Papua New Guinea: West Sepik Prov.: Torricelli Mtns., 1.6 km SSW Mt. Sapau summit, (stream below Camp 2)    :    1050 m    :    3.38074ºS  142.51548ºE.}",,West Sepik Prov.,F Kraus,25 May 2005,"-3.38074, 142.51548",1050 m,Papua New Guinea,West Sepik Prov.,"Torricelli Mtns., 1.6 km SSW Mt. Sapau summit, (stream below Camp 2)    ","Torricelli Mtns., 1.6 km SSW Mt. Sapau summit, (stream below Camp 2)",-3.38074,142.51548,3.38074ºS 142.51548ºE,A
FK 6609,Oreophryne philosylleptoris,16552,alcoholic,installed July 2017,"Normanby Is., Saidowai - 9° 57.824' S, 150° 57.273' E, 0m. = F Kraus field catalogue; see master list of localities in the Accession file",Saidowai {Papua New Guinea: Milne Bay Prov.: Normanby Island: Saidowai    :    0 m    :    9.9637333ºS  150.95455ºE.},,Milne Bay Prov.,F Kraus,25 Sep 2002,"-9.9637333, 150.95455",0 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,Saidowai,-9.9637333,150.95455,9.9637333ºS 150.95455ºE,A
FK 6610,Oreophryne philosylleptoris,16553,alcoholic,installed July 2017,"Normanby Is., Saidowai - 9° 57.824' S, 150° 57.273' E, 0m. = F Kraus field catalogue; see master list of localities in the Accession file",Saidowai {Papua New Guinea: Milne Bay Prov.: Normanby Island: Saidowai    :    0 m    :    9.9637333ºS  150.95455ºE.},,Milne Bay Prov.,F Kraus,25 Sep 2002,"-9.9637333, 150.95455",0 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,Saidowai,-9.9637333,150.95455,9.9637333ºS 150.95455ºE,A
FK 6634,Oreophryne philosylleptoris,16554,alcoholic,installed July 2017,"Normanby Is., Saidowai - 9° 57.824' S, 150° 57.273' E, 0m. = F Kraus field catalogue; see master list of localities in the Accession file",Saidowai {Papua New Guinea: Milne Bay Prov.: Normanby Island: Saidowai    :    0 m    :    9.9637333ºS  150.95455ºE.},,Milne Bay Prov.,F Kraus,26 Sep 2002,"-9.9637333, 150.95455",0 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,Saidowai,-9.9637333,150.95455,9.9637333ºS 150.95455ºE,A
FK 6672,Oreophryne philosylleptoris,16555,alcoholic,installed July 2017,"Normanby Is., btw. Points 2 & 3 = F Kraus field catalogue; see master list of localities in the Accession file","Sewa Bay, S end, ""between Points 2 & 3"" {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sewa Bay, S end, ""between Points 2 & 3""    :    40-50 m    :    10.0407608ºS  150.97445ºE.}",,Milne Bay Prov.,F Kraus,28 Sep 2002,"-10.0407608, 150.97445",40-50 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sewa Bay, S end, between Points 2 & 3",-10.0407608,150.97445,10.0407608ºS 150.97445ºE,A
FK 10644,Oreophryne philosylleptoris,20573,alcoholic,installed July 2017,"Normanby Island, 1/2 way btw. L. bibonius type locality & Sibonai (FROM TRIP 2) = Kraus field catalog","Sibonai to ""Litoria bibonius type locality"", 1/2 way between {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sibonai to ""Litoria bibonius type locality"", 1/2 way between    :    40 m    :    10.0375905ºS  150.9753424ºE.}",,Milne Bay Prov.,F Kraus,25 May 2004,"-10.0375905, 150.9753424",40 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sibonai to Litoria bibonius type locality, 1/2 way between",-10.0375905,150.9753424,10.0375905ºS 150.9753424ºE,A
FK 10645,Oreophryne philosylleptoris,20574,alcoholic,installed June 2017,"Normanby Island, L. bibonius type locality = Kraus field catalog","Sewa Bay, S end, ""Litoria bibonius type locality"" {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sewa Bay, S end, ""Litoria bibonius type locality""    :    40 m    :    10.033ºS  150.9770666ºE.}",,Milne Bay Prov.,F Kraus,25 May 2004,"-10.033, 150.9770666",40 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sewa Bay, S end, Litoria bibonius type locality",-10.033,150.9770666,10.033ºS 150.9770666ºE,A
FK 10676,Oreophryne philosylleptoris,20575,alcoholic,installed June 2017,"Normanby Island, between Pts. 40 & 41.  Point 40 = L. bibonius type locality (FROM TRIP 2).  Point 41 = 10.04260° S, 150.97273° E [Aus66], 50 m. = Kraus field catalog","Sewa Bay, SE of, ""between Point 41 and Litoria bibonius type locality"" {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sewa Bay, SE of, ""between Point 41 and Litoria bibonius type locality""    :    80 m    :    10.0407608ºS  150.9771689ºE.}",,Milne Bay Prov.,F Kraus,26 May 2004,"-10.0407608, 150.9771689",80 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sewa Bay, SE of, between Point 41 and Litoria bibonius type locality",-10.0407608,150.9771689,10.0407608ºS 150.9771689ºE,A
FK 10677,Oreophryne philosylleptoris,20576,alcoholic,installed June 2017,"Normanby Island, between Pts. 40 & 41.  Point 40 = L. bibonius type locality (FROM TRIP 2).  Point 41 = 10.04260° S, 150.97273° E [Aus66], 50 m. = Kraus field catalog","Sewa Bay, SE of, ""between Point 41 and Litoria bibonius type locality"" {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sewa Bay, SE of, ""between Point 41 and Litoria bibonius type locality""    :    80 m    :    10.0407608ºS  150.9771689ºE.}",,Milne Bay Prov.,F Kraus,26 May 2004,"-10.0407608, 150.9771689",80 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sewa Bay, SE of, between Point 41 and Litoria bibonius type locality",-10.0407608,150.9771689,10.0407608ºS 150.9771689ºE,A
FK 10684,Oreophryne philosylleptoris,20577,alcoholic,installed June 2017,"Normanby Island, between Pt. 42 & Sibonai.  Point 42 = 10.03005° S, 150.98057° E [Aus66], 65 m. = Kraus field catalog","Sibonai to ""Point 42"", between {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sibonai to ""Point 42"", between    :    40-80 m    :    10.0326086ºS  150.9753424ºE.}",,Milne Bay Prov.,F Kraus,27 May 2004,"-10.0326086, 150.9753424",40-80 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sibonai to Point 42, between",-10.0326086,150.9753424,10.0326086ºS 150.9753424ºE,A
FK 10685,Oreophryne philosylleptoris,20578,alcoholic,installed June 2017,"Normanby Island, between Pt. 42 & Sibonai.  Point 42 = 10.03005° S, 150.98057° E [Aus66], 65 m. = Kraus field catalog","Sibonai to ""Point 42"", between {Papua New Guinea: Milne Bay Prov.: Normanby Island: Sibonai to ""Point 42"", between    :    40-80 m    :    10.0326086ºS  150.9753424ºE.}",,Milne Bay Prov.,F Kraus,27 May 2004,"-10.0326086, 150.9753424",40-80 m,Papua New Guinea,Milne Bay Prov.,Normanby Island,"Sibonai to Point 42, between",-10.0326086,150.9753424,10.0326086ºS 150.9753424ºE,A
